YEAR,T2M,QV2M,RH2M,PRECTOTCORR
1998,13.23,5.74,57.12,0.02
1998,10.02,7.02,85.88,1.79
1998,6.9,5.68,85.06,3.2
1998,3.46,5,93.25,3.95
1998,3.27,3.91,78.5,0.03
1998,4.92,2.56,49.12,0.03
1998,6.23,4.39,68.31,0.07
1998,6.38,5.31,83.44,0.03
1998,7.76,6.77,94.94,8.81
1998,8.19,6.65,92.31,1.38
1998,7.33,6.35,93.5,1.69
1998,7.83,7.02,98,2.77
1998,6.91,5.92,89.69,1.94
1998,6.84,4.94,77.75,2.24
1998,10.26,8.24,97.75,5.17
1998,9.98,7.87,96.31,0.39
1998,9.51,7.08,89.88,0.18
1998,10.62,5.8,70.5,3.85
1998,5.82,5.19,84.5,0.65
1998,4.39,4.33,79.06,0.11
1998,5.15,3.91,71.88,0
1998,7.25,3.72,57.5,0.02
1998,9.03,3.66,50,0
1998,6.44,5.25,83.44,0.01
1998,10.21,3.78,48.75,0
1998,11.06,3.6,41.62,0.12
1998,10.15,5.55,67.44,1.8
1998,11.19,4.27,52.5,0.1
1998,6.97,5.74,85.12,7.93
1998,8.48,4.21,61.56,0.08
1998,7.72,4.7,66.31,1.24
1998,7.48,5.74,83.75,5.21
1998,10.15,7.2,86.12,21.41
1998,7.65,6.29,87.81,25.68
1998,6.05,5.55,88.5,0.26
1998,6.69,5.31,80.56,4.14
1998,7.65,5.92,83.5,10.23
1998,6.66,5.92,90.12,8.89
1998,6.15,5.62,89.69,3.93
1998,4.8,5.37,93.5,0.98
1998,7.16,4.82,74.44,0.77
1998,6.37,5.86,91.44,1.28
1998,6.83,5.43,83.25,1.3
1998,7.23,6.04,88.81,7.2
1998,7.62,6.53,91.75,11.23
1998,3.98,5,91.5,5.33
1998,6.11,4.64,76.19,9.07
1998,4.01,5.07,91,4.75
1998,6.62,5.37,84.94,2.4
1998,6.27,5.68,89,7.36
1998,4.12,4.82,88.69,3.74
1998,6.45,5.31,82.94,2.48
1998,7.62,6.1,87.88,23.05
1998,7.66,6.77,93.5,13.12
1998,4.63,5.25,91.5,0.34
1998,4.59,5.13,91.06,0.08
1998,5.88,5.62,90.94,0.14
1998,6.73,5.8,89.06,0.01
1998,9,5.74,78.31,0
1998,9.75,5.68,74.12,0.06
1998,8.4,6.23,85.12,0.02
1998,8.07,6.53,89.94,0
1998,5.15,4.64,79.44,0.05
1998,5.92,4.64,77.94,9.23
1998,3.16,4.76,90.5,2.51
1998,5.01,3.78,69,0.05
1998,5.97,4.76,76.81,0.07
1998,9.33,5,69.38,0.04
1998,11.37,5,57.44,0
1998,13.61,5.55,54.94,0
1998,13.58,5.55,54.31,0.01
1998,10.73,6.29,74.31,5.11
1998,9.88,6.65,83.69,1.27
1998,10.71,7.57,87.94,0
1998,9.74,7.87,95.19,0.12
1998,10.81,7.93,90.94,0.01
1998,11.84,5.37,61.12,0
1998,13.48,4.7,47.06,0.01
1998,14.09,6.84,64.94,0.01
1998,12.26,7.93,84.19,0.01
1998,14.87,7.69,68.19,0
1998,16.35,8.79,71.5,0
1998,14.5,8.24,75.25,20.03
1998,8.68,7.14,93,12.92
1998,7.7,6.71,94.81,2.28
1998,8.16,6.53,90,6.79
1998,3.48,4.76,89.81,7.72
1998,3.09,4.33,84.88,0.43
1998,5.71,4.46,75.19,0.88
1998,5.59,5.19,84.88,8.46
1998,3.98,4.76,88.12,1.18
1998,7.28,5.62,83.5,2.29
1998,7.32,5.86,87.06,3.9
1998,6.77,5.37,82.56,0.8
1998,6.76,5.55,85.44,1.07
1998,6.27,5.74,90,2.87
1998,5.87,5.49,89.12,0.82
1998,7.42,5.55,82.12,0.01
1998,9.06,6.1,81.12,0
1998,10.32,6.35,76.88,2.17
1998,7.67,6.04,84.94,5.55
1998,5.51,4.76,80.5,0.51
1998,4.55,4.94,87.44,1.89
1998,4.65,4.7,83.5,1.78
1998,5.12,4.88,83.94,0.36
1998,7.14,5.07,76.5,0
1998,10.29,4.76,60,0
1998,13,5.92,63.88,0
1998,13.9,7.26,72,0
1998,17.23,7.63,63.94,0
1998,19.96,6.96,47.06,0
1998,19.49,7.57,51.56,0
1998,12.26,7.45,79,0.43
1998,10.9,7.26,84.38,0.23
1998,10.16,6.53,80.75,0.04
1998,13.26,5.55,60.19,0
1998,16.68,5.49,46.69,0
1998,18.7,6.35,46.5,0
1998,20.11,7.14,49.38,0
1998,19.46,6.59,47.06,0
1998,15.5,7.26,63.62,2.19
1998,14.9,8.61,77.31,10.64
1998,14.57,8.48,78.19,4.58
1998,14.23,8.06,76.5,10.11
1998,12.73,7.81,80.25,10.76
1998,11.8,7.2,79.19,1.71
1998,11.27,7.63,85.5,1.27
1998,12.44,8.24,85.69,0.72
1998,10.66,6.35,76.75,0.41
1998,9.65,5.62,73.38,0
1998,8.14,6.53,89.25,2.91
1998,7.51,5.98,85.69,10.11
1998,7.3,5.31,78.81,1.02
1998,9.69,6.1,78.31,0.1
1998,11.61,6.9,77,0.01
1998,10.08,6.47,79.62,0
1998,10.26,5.07,64.88,0
1998,13.97,5.37,55.25,0
1998,14.06,6.23,60.38,0
1998,11.51,6.16,71.25,0
1998,11.4,5.98,70.12,0
1998,12.76,6.65,70.62,0
1998,12.96,7.45,76.75,0.08
1998,14.51,8,74.5,0.08
1998,11.86,7.87,84.75,0.19
1998,9.3,4.94,67.06,0.01
1998,11.93,5.62,65,0
1998,14.98,7.02,65.94,0.65
1998,11.92,5.86,67.44,0.16
1998,15.28,6.29,61.38,0
1998,18.15,6.59,55.06,0
1998,16.93,8.24,67.88,0.24
1998,15.93,8.06,70,0.09
1998,13.27,7.39,74.69,1.53
1998,14.72,7.63,71.12,0.18
1998,19.41,7.75,59.12,0
1998,16.31,7.81,68.5,3.31
1998,13.24,7.93,79.25,0.44
1998,14.63,8,73.44,0.1
1998,17.34,8.18,65.12,0.03
1998,16.71,9.46,75.88,0.45
1998,14.84,7.63,71.19,6.27
1998,11.69,7.75,84.62,1.49
1998,16.13,8.12,69.75,0.01
1998,20.29,9.46,62.75,0
1998,22.57,9.52,55.88,0
1998,20.62,8.91,58.56,0
1998,20.54,5.86,42.69,0
1998,23.55,7.51,44.31,0
1998,21.33,8.12,51.94,0
1998,17.84,7.08,56.94,0
1998,17.3,6.77,57.75,0
1998,17.92,6.53,54.12,0
1998,16.97,7.75,64.12,0
1998,17.29,7.63,62.31,0
1998,18.36,9.28,68.88,0.15
1998,18.49,6.84,53.75,0
1998,21.46,6.41,40.12,0
1998,22.41,7.57,45.06,0
1998,20.79,7.2,48.5,0
1998,19.28,6.71,48.31,0
1998,19.14,6.59,48.25,0
1998,18.4,6.71,51.44,0
1998,19.26,6.65,49.31,0
1998,21.42,6.41,40.88,0
1998,24.46,5.74,32.81,0
1998,26.65,5.13,28.88,0
1998,26.36,6.77,32.31,0
1998,25.98,8.12,39.44,0
1998,25.59,6.59,32.44,0
1998,23.47,5.74,31.94,0
1998,22.96,5.68,33.12,0
1998,25.19,5.31,26.31,0
1998,25.84,5.37,25.69,0
1998,25.17,5.13,25.88,0
1998,28.65,5.07,21.94,0
1998,32.26,5.31,18.56,0
1998,32.18,5.49,18.5,0
1998,32.26,5.13,17.56,0
1998,30.5,6.65,25.19,0
1998,27.36,8.42,36.81,0.02
1998,26.59,8.18,37.5,0.01
1998,25.32,8.85,43.56,0.02
1998,24.51,8.97,47.38,0.23
1998,25.06,8.61,44.69,0
1998,28.26,6.9,31.94,0
1998,30.04,6.41,24.25,0.02
1998,29.62,6.96,27.62,0.22
1998,28.65,6.16,25,0.06
1998,24.76,6.23,31.62,0
1998,22.14,6.65,41.31,0
1998,21.65,6.23,40.12,0
1998,26.38,5.19,26.62,0
1998,30.62,4.33,18,0
1998,32.37,4.94,18.44,0
1998,33.93,5.8,19.75,0.04
1998,32.51,6.65,22.12,0
1998,31.87,7.63,25.38,0
1998,30.01,5.8,21.44,0
1998,28.18,4.21,18.25,0
1998,28.55,3.85,16.31,0
1998,28.84,5.74,22.31,0.32
1998,29.97,7.81,31.06,0.79
1998,31.14,7.87,27.19,0.02
1998,31.25,8.24,28.75,0.02
1998,30.4,7.81,29.25,0.02
1998,28.79,7.63,30.19,0.2
1998,25.89,5.49,27.06,0.01
1998,22.12,4.88,29.25,0
1998,20.37,5.86,41.69,0
1998,21.23,5.62,37.19,0
1998,21.53,5.62,35.69,0
1998,23.65,5.07,28.69,0.01
1998,26.65,3.72,18.38,0
1998,26.36,3.54,16.62,0
1998,27.12,3.85,17.44,0
1998,26.63,4.82,21.56,0
1998,24.86,5.19,26,0
1998,28,3.72,17.88,0
1998,31.07,5.13,18.44,0
1998,32.3,6.47,21.06,0.01
1998,31.73,6.96,23.75,0.13
1998,32.17,7.08,23.94,0.19
1998,31.02,9.34,33.06,0.16
1998,30.3,9.95,36.31,0.85
1998,29.94,10.74,40.31,1.76
1998,24.77,12.45,60.25,4.36
1998,25.68,10.99,54,0.56
1998,27.65,9.4,40.88,0.06
1998,28.32,10.99,45.12,1.53
1998,27.83,10.25,44.25,0.03
1998,21.5,8.79,52.75,0
1998,18.24,5.62,43.94,0.24
1998,20.26,4.82,32.62,0.12
1998,23.32,4.88,28.56,0
1998,26.71,5.8,26.69,0
1998,27.37,5.55,25.25,0
1998,27.26,6.16,27.31,0
1998,26.76,6.29,29.94,0
1998,22.53,5.98,34.75,0.1
1998,17.88,5.62,44.62,0
1998,19.5,4.15,30.19,0
1998,18.74,5.13,36.62,0
1998,16.81,7.26,60.56,0
1998,17.67,6.71,55.75,0
1998,15.68,7.32,64.81,0
1998,15.61,7.08,63.56,0
1998,15.11,7.32,66.69,0
1998,13.8,7.51,73.38,0.11
1998,15.69,6.41,57.69,0.03
1998,16.52,6.16,54.31,0.01
1998,14.26,7.26,68.88,0
1998,15.83,7.51,66.56,0
1998,16.44,7.81,66,0
1998,14.53,6.16,60.69,0
1998,11.67,5.13,59.06,0.01
1998,12.9,4.15,44.19,0
1998,16.83,2.01,19.19,0
1998,19.36,1.53,11.62,0
1998,19.13,1.83,13.31,0
1998,15.62,4.82,42.06,0
1998,13.81,5.19,51.81,0.04
1998,12.83,4.46,49.5,0
1998,18.19,2.38,20.56,0
1998,20.2,2.14,14.75,0
1998,14.78,4.94,44.94,0.31
1998,12.86,6.16,64.38,0
1998,10.9,5.43,64.81,0
1998,12.73,3.3,37.25,0
1998,14.65,1.71,17.38,0.06
1998,16.38,2.08,17.62,0.02
1998,18.07,2.44,18.62,0
1998,19.06,2.5,18.56,0
1998,19.73,4.03,27.69,0.03
1998,18.79,3.78,28.62,0.04
1998,19.32,4.09,29.81,0.04
1998,16.62,5.92,49.88,8.01
1998,10.48,6.59,79,0.33
1998,12.62,5.43,60.75,0.17
1998,13.56,5.8,58.38,0.03
1998,12.45,7.14,75.69,0.02
1998,11.15,7.2,81.69,0.38
1998,10.42,5.62,69.38,0.03
1998,12.11,4.09,50,0.01
1998,11.14,5.07,59.62,0.01
1998,9.63,5.13,67.94,0
1998,10.32,4.76,59.69,0
1998,11.83,4.52,53.69,0.03
1998,7.82,5.25,76.44,0.09
1998,6.86,4.39,70,0.05
1998,8.62,6.1,82.81,0.42
1998,7.52,5.92,85.19,2.11
1998,6.01,4.7,77,0.06
1998,8.39,3.36,51.06,4.53
1998,7.29,5.49,81.56,4.6
1998,9.12,4.03,59.75,0
1998,11.59,3.36,40.75,0.08
1998,13.61,3.6,37.81,0.5
1998,7.67,4.52,66.62,0
1998,13.4,3.78,40.12,0.12
1998,7.49,5.43,80.31,0.33
1998,6.21,4.64,75.38,0
1998,9.73,3.42,48.5,0
1998,10.04,2.87,38.38,0
1998,10.04,3.17,41.56,0
1998,8.99,4.7,60.81,0
1998,11.08,5.74,68,0.18
1998,9.4,5.98,77.31,0.26
1998,12.28,4.15,50.12,0
1998,13.31,3.66,39.31,0
1998,11.08,4.46,51.62,0.49
1998,9,6.65,86.75,4.53
1998,7.16,5.62,83.75,2.21
1998,10.87,6.41,75.88,3.49
1998,7.19,6.47,94.81,4.16
1998,6.08,5.43,87.94,0.02
1998,6.98,6.16,92.38,2.16
1998,3.19,3.48,71.88,0.58
1998,2.03,3.36,73.56,1.15
1998,1.38,3.6,79.69,2.24
1998,3.38,2.14,46,0.02
1998,2.93,2.99,62.06,0.04
1998,4.13,2.26,48.44,0.02
1998,6.44,1.95,32.62,0.02
1998,8.09,2.56,37.56,0.01
1998,11.22,3.42,41.19,0
1998,12.3,4.33,50.38,0.52
1998,4.94,5.07,88.25,0.7
1998,8.98,3.6,53,0
1998,13.26,4.27,44.5,0.03
1998,12.88,4.52,48.38,0
1998,9.69,5.13,67.06,0
1998,5.23,5.25,86.62,0.2
1998,0.27,3.66,87.38,0.72
1998,0.12,1.71,50.62,0
1998,0.43,1.59,41.19,0.04
1998,1.85,1.71,40.81,0.09
1998,5.3,1.71,30.31,0.04
1998,7.12,2.44,38,0.04
1998,5.15,3.23,57.06,0
1998,8.29,3.3,48.69,0
1998,7.67,3.42,51.06,0
1998,10.4,3.3,41.88,0
1998,14.23,3.6,34.75,0
1998,6.87,5,77.06,0.06
1999,9.35,2.93,44.31,0
1999,10.76,2.26,28.81,0
1999,9.98,2.44,32.44,0.04
1999,11.28,2.38,28.75,0.05
1999,12.94,2.69,28.5,0.07
1999,14.08,2.62,26.69,0
1999,6.51,3.17,51.75,0.01
1999,7.04,2.69,48.81,0.05
1999,9.94,2.32,31.5,0
1999,12.86,2.93,32.31,0
1999,12.8,3.3,35.12,0.01
1999,6.54,3.36,55,0
1999,9.51,2.93,39.94,0.05
1999,11.48,2.93,36.12,0.06
1999,9.06,4.64,60.62,0.16
1999,8.52,6.29,85.88,0.59
1999,8.95,5.8,77.75,0
1999,9.47,6.84,86.88,0.39
1999,10.1,7.51,91.62,9.27
1999,10.22,7.51,90.56,6.09
1999,6.92,5.19,79.25,1.97
1999,7.65,4.46,67,0
1999,8.73,5.86,77.25,10.52
1999,5.27,5.49,91.75,27.13
1999,2.71,4.52,89.94,14.62
1999,2.68,4.52,90.62,8.06
1999,2.4,3.66,79.25,0
1999,3.91,3.11,60.88,0.86
1999,7.65,2.93,44.75,0.34
1999,8.76,3.6,49.12,0.92
1999,5.08,5.25,88.94,5.75
1999,6.03,4.03,69.69,0.1
1999,6.53,3.3,55.75,0.28
1999,11.47,3.66,41.56,0.2
1999,7.75,4.52,65.94,0.06
1999,6.96,5.8,87.69,0.21
1999,6.55,4.88,77.62,0.03
1999,7.25,6.59,95.38,0.68
1999,9.77,7.57,93.5,1.34
1999,6.74,6.1,91.31,7.3
1999,0.98,3.42,80.81,0.42
1999,3.87,1.95,40.06,0.01
1999,7.63,2.2,33.5,0.08
1999,10.22,3.23,41.69,0.01
1999,6.98,4.58,68.44,0.13
1999,6.92,4.76,75.94,0.1
1999,6.48,5.25,82.69,0
1999,8.79,7.14,93.31,0.08
1999,9.67,6.53,82.94,0.21
1999,7.95,5.07,74.75,0.13
1999,8.65,2.99,41.56,0.14
1999,5.19,4.03,72.12,2.19
1999,6.23,3.97,68.88,0
1999,8.97,4.82,66.62,0
1999,12.03,4.21,49.62,0.01
1999,5.2,4.88,83.31,0.66
1999,5.12,4.46,77.38,0
1999,8.65,4.94,68.69,0.12
1999,9.64,5.31,68.31,0.01
1999,10.08,6.29,78.75,0.02
1999,13.39,5.07,57.5,0
1999,8.51,6.53,87.75,0.22
1999,5.51,4.27,73.62,0.01
1999,6.04,3.91,66.69,0
1999,6.88,4.39,68,0
1999,4.58,4.39,79.31,0.12
1999,6.21,4.15,69.88,0.08
1999,4.89,4.52,79.62,1.72
1999,3.88,4.09,78.69,0.64
1999,4.46,4.15,77.06,0.24
1999,7.79,3.72,60.44,0
1999,12.53,3.6,43.06,0
1999,12.44,3.97,44.44,0.01
1999,6.01,4.64,74.38,7.84
1999,7.21,4.15,66.75,0.28
1999,8.03,5.62,79.56,0.08
1999,12.14,5.62,64.25,0.36
1999,10.91,5.43,65.56,2.13
1999,8.32,5.25,73.88,1.59
1999,7.76,4.94,72.69,0.23
1999,11.22,4.76,62.31,0.04
1999,8.14,5.37,77.81,1.16
1999,11.45,5.37,65.56,0.02
1999,8.98,5.92,77.56,2.43
1999,9.4,6.59,84.44,0.18
1999,8.48,5,71.31,0.01
1999,7.3,3.97,63.44,0
1999,10.86,4.27,51.69,0
1999,6.77,4.46,71.56,0.12
1999,4.11,3.97,74.38,1
1999,3.2,3.6,72.12,0.4
1999,6.06,3.42,58.75,0.03
1999,5.76,3.85,63.75,0.78
1999,5.63,3.36,59.12,0.02
1999,7.97,4.33,62.62,3.36
1999,6.27,4.88,78.69,6.6
1999,4.84,4.88,85.56,1.31
1999,6.04,4.7,77.81,2.44
1999,3.23,3.48,71.94,0.65
1999,7.95,3.23,50.5,0.74
1999,5.9,4.58,74,7.63
1999,8.16,5.49,77.94,1.7
1999,11.43,5.86,68.69,0
1999,17.9,5,43.31,0.02
1999,17.43,3.3,28.62,0
1999,17.95,3.42,27.12,0
1999,20.75,4.03,28,0
1999,21.2,5.07,33.81,0
1999,17.56,5.8,48.5,0
1999,14.9,6.1,58.56,0
1999,12,6.23,70.25,0.24
1999,9.69,5.92,75,0.62
1999,10.26,4.27,54.19,0.11
1999,12.94,5.19,54.06,0.07
1999,13.13,5.92,61.56,0
1999,12.72,6.59,70.19,0
1999,11.62,5.25,61.56,0
1999,6.02,4.09,67.88,0.1
1999,9.35,4.58,63.25,0.15
1999,10.88,5.37,65.69,0.58
1999,13.81,6.29,64.38,0
1999,10.15,5.8,73.06,0.01
1999,9.61,5.62,72.5,0.02
1999,9.51,4.88,65.38,0.01
1999,17.05,4.76,43.06,0
1999,19.94,5.74,41.88,0
1999,14.69,6.1,58.75,0
1999,12.06,4.64,52.88,0
1999,11.21,4.27,53.44,0
1999,13.04,4.82,52.12,0
1999,17.31,6.29,53.06,0
1999,18.17,7.02,52.62,0
1999,13.65,4.39,47.44,0
1999,12.51,3.48,41.12,0
1999,10.23,4.21,55.5,0
1999,14.36,3.72,39.62,0
1999,19.3,3.78,30.12,0
1999,17.87,5.25,40.75,0.01
1999,15.12,5.19,50.06,0
1999,13.82,5.25,54.81,0
1999,16.33,4.76,47.44,0
1999,20.41,5.31,40.75,0.02
1999,21.27,6.47,46.81,0.09
1999,20.38,7.87,52.25,0.12
1999,22.02,7.81,47.88,0.02
1999,23.76,7.14,39.5,0.03
1999,24.68,6.59,35.62,0.04
1999,22.26,5.8,35,0.01
1999,15.58,5,46.38,0
1999,17.29,5.07,47.12,0
1999,18.07,5.98,49.62,0.01
1999,17.69,6.16,50.31,0.03
1999,12.37,5.92,64.25,0.45
1999,11.01,3.91,47.88,0.06
1999,12.2,5.31,59.44,0.01
1999,16.76,6.35,54.75,0
1999,19.08,5.07,37.38,0.06
1999,15.21,3.05,31.06,0
1999,14.48,3.6,36.25,0
1999,15.9,3.48,32.44,0
1999,16.37,4.58,41.62,0
1999,19.56,4.76,34.69,0
1999,19.76,5.68,40.06,0
1999,21.55,5.07,32.69,0
1999,25.2,5.55,30.81,0
1999,24.15,5.62,30.69,0
1999,21.98,6.23,38.44,0
1999,25.74,4.82,24.06,0
1999,24.83,5.68,29.12,0
1999,24.08,4.46,24.31,0
1999,25.26,3.78,19.81,0
1999,22.55,4.46,25.62,0
1999,26.18,5.68,29.5,0
1999,26.62,7.39,34.56,0
1999,25.54,7.26,36.12,0
1999,22.44,5.25,32.06,0
1999,21.46,3.72,24.69,0
1999,23.14,4.03,24.19,0
1999,26.35,3.97,19,0
1999,27.13,4.88,22.62,0
1999,28.65,5,21.31,0
1999,27.28,6.1,26.5,0
1999,24.2,5.92,32.38,0
1999,20.79,5.62,38.19,0
1999,19.65,4.88,35.94,0
1999,26.37,3.3,17.94,0
1999,26.87,4.27,19.31,0
1999,25.85,4.76,22.88,0
1999,27.95,4.46,19.56,0.01
1999,26.98,5.98,27.19,0.04
1999,28.01,6.9,28.06,0.02
1999,28.93,10.8,40.19,0.98
1999,30.69,11.47,41.06,0.72
1999,31.61,10.31,34.31,0.81
1999,29.33,8.18,30.62,0.03
1999,26.87,8.48,37.56,0.08
1999,25.19,5.68,29.56,0
1999,23.87,4.88,26.94,0
1999,24.98,4.27,23.19,0
1999,23.94,4.39,24.81,0
1999,22.02,4.52,28.62,0.03
1999,21.92,4.82,32.12,0
1999,22.85,4.94,30.75,0
1999,22.83,4.58,28.25,0
1999,20.21,4.94,34.88,0
1999,22.51,4.39,26.5,0
1999,24.41,4.7,25.75,0
1999,24.3,5.8,32.06,0
1999,23.4,5.74,32.81,0
1999,23.57,5.31,29.31,0
1999,23.3,4.52,25.62,0
1999,21.81,5.25,32.25,0
1999,22.24,6.04,36.81,0
1999,23.64,6.59,35.25,0
1999,23.92,6.71,36.69,0
1999,23.8,6.16,33.12,0
1999,22.13,6.71,41.62,0
1999,17.87,7.51,57.5,0
1999,18.01,6.53,52,0
1999,20.25,6.41,44.5,0
1999,21.16,6.77,45.19,0
1999,19.66,7.26,50.88,0
1999,18.95,7.51,55.56,0
1999,22.13,6.65,41.31,0
1999,22.39,5.68,33.19,0
1999,22.28,4.33,25.56,0
1999,22.19,4.39,27.5,0
1999,25.82,3.05,17.06,0
1999,27.52,3.78,16.44,0
1999,25.31,4.58,22.19,0
1999,26.51,3.97,21.12,0
1999,27.56,4.46,19.5,0
1999,26.08,4.88,22.69,0
1999,29.35,5.25,20.19,0
1999,30.12,4.09,15.69,0
1999,30.31,4.58,16.19,0.05
1999,30.34,5.37,19.31,0.01
1999,28.62,6.04,24.06,0.08
1999,28.52,6.29,26,0
1999,27.6,3.3,15.69,0
1999,25.65,4.33,20.94,0
1999,21.82,5.92,35.56,0
1999,19.01,3.85,28.62,0
1999,18.65,3.23,23.75,0
1999,17.47,5.62,45.75,0
1999,18.19,6.1,48.56,0
1999,23.54,3.66,23.88,0
1999,26.19,3.6,17.06,0
1999,25.67,4.09,21.12,0
1999,25.15,4.7,24.31,0
1999,26.15,5,26.12,0
1999,25.82,7.2,34.19,0.01
1999,24.7,6.35,34.88,0
1999,25.25,5.49,29.19,0
1999,26.75,6.1,27.12,0
1999,24.95,5.8,28.31,0
1999,22.87,5.62,32,0
1999,25.69,5.74,28.62,0
1999,25.79,5.25,25.88,0
1999,27.26,6.1,26.5,0.02
1999,25.94,7.81,36.25,0
1999,24.55,7.63,40.88,0
1999,24.17,4.33,27.62,0
1999,27.51,6.35,26.12,1.06
1999,24.73,9.89,50.06,1.36
1999,24.53,8.85,46.94,0.23
1999,23.23,7.93,45.94,0
1999,22.87,7.08,41.31,0.05
1999,23.23,6.16,34.81,0
1999,23.23,4.76,28.06,0
1999,23.9,1.77,10.06,0
1999,26.17,2.08,9.31,0
1999,26.19,3.23,14.75,0.01
1999,23.66,4.09,22.56,0
1999,21.1,4.52,28.25,0
1999,21.65,4.09,28.06,0.05
1999,21.33,4.88,31.5,0
1999,17.04,6.41,51.75,0
1999,14.22,6.84,66.31,0
1999,17.9,4.27,38.81,0
1999,22.4,3.3,21.44,0
1999,24.84,3.05,16.38,0
1999,25.81,2.93,14.75,0
1999,24.9,3.05,15.88,0
1999,23.78,2.99,17.06,0
1999,23.94,2.93,17.06,0
1999,21.06,4.27,26.81,0
1999,19.11,5.55,41.19,0
1999,19.24,1.65,14.75,0
1999,18.73,1.4,10.44,0
1999,18.96,1.77,13.31,0
1999,20.47,2.01,14.31,0
1999,20.26,1.77,13.12,0
1999,21.4,1.46,9.88,0
1999,21.06,1.28,8.44,0
1999,20.38,3.05,20.12,0
1999,18.23,3.91,31.62,0
1999,18.19,3.54,28.38,0
1999,18.19,3.97,28.75,0
1999,15.94,4.94,43.06,0
1999,12.98,7.08,71.19,0
1999,15.83,2.93,32.5,0
1999,17.33,1.22,10.75,0
1999,19.63,1.59,11.44,0
1999,19.61,1.71,12.31,0
1999,20.22,1.77,12.31,0
1999,16.75,3.11,28.25,0
1999,17.94,2.5,20.81,0
1999,18.44,2.32,17.19,0
1999,18.8,2.99,21.88,0
1999,15.31,5.92,53.19,3.23
1999,11.56,6.47,72.69,2.05
1999,13.2,4.58,51.19,0
1999,12.63,4.33,46.19,0.01
1999,16.8,3.11,27.81,0.22
1999,19.08,2.5,18.06,0.01
1999,19.97,3.05,21.12,0.03
1999,19.81,3.6,25.94,0
1999,14.59,6.35,59.31,0
1999,13.9,6.84,68,0.09
1999,8.96,5.55,73.5,0.32
1999,11.5,2.99,38.19,0
1999,12.43,3.54,37.25,1.68
1999,9.38,6.47,83.44,0.11
1999,6.78,5.13,78.06,0.18
1999,6.44,2.38,43.62,0
1999,7.96,2.14,31.75,0
1999,8.8,2.26,34.12,0
1999,10.39,2.56,33.31,0
1999,11.8,3.91,45.31,0
1999,12.73,3.91,42.88,0
1999,14.43,2.69,27,0
1999,17.71,2.81,21.81,0
1999,12.04,5.86,65.06,0.16
1999,6.69,4.7,74.5,0.1
1999,6.14,4.46,72.06,0
1999,8.23,2.87,46.56,0
1999,8.34,1.4,20.5,0
1999,8.44,1.53,22.12,0
1999,7.76,2.26,33.81,0
1999,4.83,4.39,77.94,0.01
1999,6.31,2.44,47.19,0.01
1999,6,2.32,39.62,2.14
1999,3.59,4.03,77.75,0.36
1999,5.83,2.44,47.69,0
1999,10.38,2.75,35.12,0.05
1999,5.07,4.58,78.94,0
1999,6,1.89,34.38,0
1999,8.42,2.08,28.81,0
1999,10.33,3.05,41,0
1999,12.88,2.14,24.19,0
1999,7.23,3.72,56,0
1999,12.17,3.3,42.38,0
1999,12.67,2.93,33.44,0
1999,12.12,2.26,24,0
1999,10.63,1.59,19.88,0
1999,10.52,2.01,26.88,0
1999,10.7,2.2,28.12,0
1999,11.26,2.38,29.81,0
1999,11.6,2.38,28.12,0.02
1999,11.21,2.75,33.69,0
1999,11.08,2.38,30.56,0
1999,10.44,2.56,32.31,0.04
1999,11.01,2.08,25.31,0.02
1999,7.72,3.17,46.5,0.03
2000,4.7,4.94,87,0.21
2000,2.6,4.03,81.12,0.1
2000,5.9,2.44,45.56,0
2000,6.67,2.81,48.06,0.01
2000,6.08,3.54,61.69,0.01
2000,8.12,1.28,21.44,0.01
2000,7.75,1.53,23.62,0
2000,6.22,2.32,39.31,0
2000,5.05,4.33,76.25,0
2000,4.44,4.88,88.06,0
2000,7.3,5.37,80.12,0
2000,9.24,4.94,67.56,0
2000,11.77,3.36,45.56,0
2000,12.87,3.17,33.25,0.01
2000,14.26,4.39,42.19,0.15
2000,11.6,6.96,76.44,0.35
2000,11.87,8.24,88.56,5.13
2000,12.97,7.87,80.69,1.61
2000,12.4,8,85.06,0.09
2000,11.51,8.18,90.69,0.14
2000,7.88,5.74,81.62,0.03
2000,7.14,5.31,80.12,0.02
2000,9.66,6.77,83.62,5.97
2000,11.05,7.93,90.5,6.57
2000,10.78,7.63,88.19,8.21
2000,6.76,5.86,89.88,0.96
2000,7.49,4.15,66.31,0
2000,7.47,2.56,41.69,0.03
2000,8.11,2.2,32.5,0.25
2000,7.99,5.68,76.25,2.24
2000,7.24,5.25,79,0.24
2000,10.76,4.64,59.31,0
2000,12.9,3.3,36.06,0
2000,12.45,3.23,36.88,0.11
2000,11.33,6.59,73.69,0.25
2000,10.63,6.04,73.5,0
2000,10.91,4.39,57.38,0
2000,13.78,3.6,37.12,0
2000,13.19,4.39,44.75,0.08
2000,12.13,6.1,66.06,1.11
2000,9.27,6.53,85.12,2.82
2000,8.63,5.86,79.75,5.85
2000,7.42,5.68,83.56,3.47
2000,8.66,6.96,92.12,6.24
2000,9.87,7.32,90.19,1.22
2000,10.09,4.39,58.75,0.1
2000,8.62,5.49,75.5,9.99
2000,5.05,5.13,89.06,0.59
2000,8.38,3.78,57.06,0.21
2000,11.43,2.99,34.06,0.22
2000,9.62,5.25,63.75,6.43
